"member","variable","h","point","lo90","hi90","origin_date"
"small_minn","gdp_growth",9,0.620549410876988,-0.246199336263242,1.43875364145329,2026-01-01
"small_minn","gdp_growth",10,0.623764109296059,-0.198774461393022,1.40312307517956,2026-01-01
"small_minn","gdp_growth",11,0.583750698113689,-0.157966144001506,1.45715378560525,2026-01-01
"small_minn","gdp_growth",12,0.634899461910242,-0.0787720993349608,1.4766641233472,2026-01-01
"small_minn","cpi_inflation",1,0.79772547234956,0.557938493136239,1.07862091731871,2026-01-01
"small_minn","cpi_inflation",2,0.807889051419062,0.491291903384451,1.12071863398693,2026-01-01
"small_minn","cpi_inflation",3,0.808686625001265,0.487179513388929,1.11422834843999,2026-01-01
"small_minn","cpi_inflation",4,0.801650979687021,0.43693736999684,1.08242910076752,2026-01-01
"small_minn","cpi_inflation",5,0.810628406497014,0.476341713777636,1.11066041931518,2026-01-01
"small_minn","cpi_inflation",6,0.785665649198745,0.447336845322145,1.1111091224491,2026-01-01
"small_minn","cpi_inflation",7,0.796938904717513,0.432590260779047,1.08450317942953,2026-01-01
"small_minn","cpi_inflation",8,0.770106841807007,0.463808954959446,1.10385738065924,2026-01-01
"small_minn","cpi_inflation",9,0.7715838773989,0.469298443995926,1.05996471498018,2026-01-01
"small_minn","cpi_inflation",10,0.753935482718678,0.438685323478834,1.07810303319178,2026-01-01
"small_minn","cpi_inflation",11,0.755320691319928,0.460640456077994,1.06329024085348,2026-01-01
"small_minn","cpi_inflation",12,0.763505149964246,0.394971011818234,1.07634449766365,2026-01-01
"small_minn","unemp_rate",1,4.21011197396572,3.93825435293481,4.45299642204073,2026-01-01
"small_minn","unemp_rate",2,4.20362695020989,3.78139763188317,4.61913655689438,2026-01-01
"small_minn","unemp_rate",3,4.23129195012548,3.69001140295188,4.7889877670269,2026-01-01
"small_minn","unemp_rate",4,4.23087775771177,3.62488656103137,4.83519530668446,2026-01-01
"small_minn","unemp_rate",5,4.27316214316672,3.5865131147642,4.90013150125064,2026-01-01
"small_minn","unemp_rate",6,4.25813177064098,3.55552968918729,5.04083589081883,2026-01-01
"small_minn","unemp_rate",7,4.23350422066072,3.50258436380439,5.09414336273337,2026-01-01
"small_minn","unemp_rate",8,4.21742824789763,3.43528901607792,5.1788610790523,2026-01-01
"small_minn","unemp_rate",9,4.23396083918479,3.40770914634102,5.17405804352459,2026-01-01
"small_minn","unemp_rate",10,4.26574818064574,3.3578568538698,5.31040485972447,2026-01-01
"small_minn","unemp_rate",11,4.25865440974524,3.27542886509828,5.33860564424289,2026-01-01
"small_minn","unemp_rate",12,4.27024493620895,3.10782605479133,5.39181022626826,2026-01-01
"small_minn","cash_rate",1,3.86914630576936,3.40808371528629,4.36362466815321,2026-01-01
"small_minn","cash_rate",2,3.89001300385787,3.04830581845274,4.75113693479281,2026-01-01
"small_minn","cash_rate",3,3.84453299149745,2.74240975716357,4.99878919600543,2026-01-01
"small_minn","cash_rate",4,3.87399558307859,2.44828949307196,5.04403964241146,2026-01-01
"small_minn","cash_rate",5,3.8273855644907,2.16674166772729,5.1702764301801,2026-01-01
"small_minn","cash_rate",6,3.75890687773972,2.10517406649226,5.24903622173272,2026-01-01
"small_minn","cash_rate",7,3.78744727502182,1.74778314975966,5.49206085863238,2026-01-01
"small_minn","cash_rate",8,3.76929053958192,1.51152491425782,5.69379712080625,2026-01-01
"small_minn","cash_rate",9,3.80860234772314,1.45884846476167,5.91969729672411,2026-01-01
"small_minn","cash_rate",10,3.75667727418842,1.31837395582388,5.89779435888267,2026-01-01
"small_minn","cash_rate",11,3.71198716295297,1.17331944019831,6.04673251914329,2026-01-01
"small_minn","cash_rate",12,3.61591615977688,1.31435056732319,6.18724501697084,2026-01-01
"small_ss","gdp_growth",1,0.557733914610298,-0.251906719755158,1.34593513124766,2026-01-01
"small_ss","gdp_growth",2,0.562628718084864,-0.187817761577792,1.42448828422067,2026-01-01
"small_ss","gdp_growth",3,0.65333901342438,-0.19595113223809,1.55537536743312,2026-01-01
"small_ss","gdp_growth",4,0.602996144660925,-0.18534268576763,1.44891126262036,2026-01-01
