"member","variable","measure","h","logdens_base","crps_base","rmse_base","logdens_2021q3","crps_2021q3","rmse_2021q3","crps_ratio","logdens_diff"
"ar4","cpi_inflation","cum",9,-5.94487576042743,1.7822985919594,2.64311627442432,-7.64424453031726,1.78294931696687,2.64978306377281,1.00036510437163,-1.69936876988983
"ar4","cpi_inflation","q",1,0.0233864627123358,0.142201840486077,0.273775714911205,0.0317501704162369,0.141538840885452,0.273790355183517,0.995337615896119,0.00836370770390108
"ar4","cpi_inflation","q",10,-4.10424171005068,0.23091109480652,0.397741857028481,-4.11490754255778,0.231472883702292,0.398162529963122,1.00243292292318,-0.0106658325070974
"ar4","cpi_inflation","q",11,-4.06114629989483,0.235751870498939,0.401932484290749,-4.06676600361529,0.236222312029803,0.402243141889958,1.0019954943724,-0.00561970372046172
"ar4","cpi_inflation","q",12,-3.12146581433261,0.239315580811414,0.402641281077796,-3.12388725905346,0.239646005146771,0.402876433249768,1.00138070548619,-0.00242144472085348
"ar4","cpi_inflation","q",2,-0.262529483073857,0.17188830353492,0.324100203767087,-0.639058680766651,0.171300712846055,0.323852656279283,0.996581555133301,-0.376529197692794
"ar4","cpi_inflation","q",3,-0.637775748943451,0.184850116646304,0.3482288870194,-0.549703720554904,0.185059434755523,0.349358866432353,1.00113236666017,0.0880720283885473
"ar4","cpi_inflation","q",4,-0.625007043337657,0.197179564099367,0.365993121557038,-1.45022317442895,0.197688466258586,0.367282937047163,1.00258090721289,-0.825216131091295
"ar4","cpi_inflation","q",5,-0.60428708171677,0.201693231333572,0.371109606465753,-1.21336710837467,0.202764913157601,0.372248996723439,1.00531342483306,-0.609080026657897
"ar4","cpi_inflation","q",6,-0.996884668377654,0.210919980579589,0.380383546399367,-1.02462657545959,0.212349885998452,0.381484244225364,1.00677937393572,-0.0277419070819358
"ar4","cpi_inflation","q",7,-1.6098559066086,0.217349260309929,0.383916950883309,-1.60209246834453,0.217701725987513,0.384579936979968,1.00162165574928,0.00776343826407322
"ar4","cpi_inflation","q",8,-2.76185645632406,0.221463885813859,0.388092887035236,-2.80090312609126,0.2221482808155,0.388629142250553,1.00309032327834,-0.0390466697671967
"ar4","cpi_inflation","q",9,-3.84661187797122,0.226099402147751,0.391622022924674,-3.84690077105923,0.226463620610125,0.392073118086535,1.00161087760036,-0.000288893088009168
"ar4","cpi_inflation","ye",1,0.0233864627123357,0.142201840486077,0.273775714911205,0.0317501704162367,0.141538840885452,0.273790355183517,0.995337615896118,0.00836370770390103
"ar4","cpi_inflation","ye",10,-10.3668625746984,0.917928598617815,1.43512355529657,-10.3432516240804,0.919783738101759,1.43698817124161,1.00202100630347,0.0236109506179911
"ar4","cpi_inflation","ye",11,-10.7765553074788,0.938513254636206,1.45267075058138,-10.7934498004076,0.940607456281063,1.4542697815175,1.00223140337604,-0.0168944929287917
"ar4","cpi_inflation","ye",12,-11.1062115276738,0.961434824755845,1.46791655599469,-11.1198092368694,0.963611619514645,1.46914195785359,1.00226411058009,-0.0135977091956114
"ar4","cpi_inflation","ye",2,-0.755572579484258,0.299386686777741,0.558777109890429,-0.905812254854303,0.298339789860092,0.55847245275032,0.996503194818323,-0.150239675370045
"ar4","cpi_inflation","ye",3,-1.49554952876906,0.484839871789142,0.870185529023707,-1.68752903798772,0.483108589378464,0.870697014496329,0.996429166594138,-0.191979509218658
"ar4","cpi_inflation","ye",4,-2.57189009608854,0.678527188616766,1.18313828906359,-3.77256429633274,0.677242423486383,1.18514769057114,0.998106538467527,-1.2006742002442
"ar4","cpi_inflation","ye",5,-3.33025851471297,0.750977182495893,1.28447774515743,-5.23927500362954,0.751728644467836,1.2882094482134,1.00100064554484,-1.90901648891657
"ar4","cpi_inflation","ye",6,-3.3371320291183,0.799490336085806,1.33854031342592,-4.64712747947695,0.802572004461303,1.34385651168013,1.00385454112001,-1.30999545035865
"ar4","cpi_inflation","ye",7,-3.98443795876622,0.839020508266225,1.37479017571099,-4.69375671823511,0.841498784672775,1.37860085145935,1.00295377333704,-0.709318759468895
"ar4","cpi_inflation","ye",8,-5.86237017861175,0.869353028915479,1.39641414870935,-6.268505028811,0.870968276440629,1.39894595399107,1.00185798803412,-0.406134850199249
"ar4","cpi_inflation","ye",9,-9.72088162791417,0.895192448275657,1.41852860866763,-9.78788640387296,0.897127342056711,1.42077573622599,1.00216142772963,-0.0670047759587877
"ar4","gdp_growth","cum",10,-3.05326131857827,1.65374594731219,2.99816639079661,-3.0776902661098,1.67892785695381,3.02870916864648,1.01522719356171,-0.02442894753153
"ar4","gdp_growth","cum",11,-3.51854557930609,1.71990917705359,3.07348811293209,-3.53131352892121,1.73987446973735,3.10217724037285,1.01160834127182,-0.0127679496151245
"ar4","gdp_growth","cum",12,-3.4404217714468,1.77451444814407,3.13816882035042,-3.44723451447244,1.79079135096116,3.16295343648577,1.0091725952607,-0.0068127430256415
"ar4","gdp_growth","cum",2,-9.05865434910359,0.728511269996879,1.75333946874426,-9.42780981674869,0.760192207361713,1.77275342011867,1.04348723028673,-0.369155467645102
"ar4","gdp_growth","cum",3,-7.09513140774582,0.892555339199279,1.99464329503365,-7.22487495733445,0.927658388080107,2.01519530693994,1.03932870864043,-0.129743549588633
"ar4","gdp_growth","cum",4,-5.75355029497187,0.975569107387308,2.06791775706579,-5.84820800745428,1.01066357940614,2.09137462220417,1.03597333264562,-0.0946577124824053
"ar4","gdp_growth","cum",5,-5.17444925639807,1.08200711700463,2.15959695280706,-5.25823473612819,1.11910096875996,2.18727121661878,1.03428244710443,-0.0837854797301203
"ar4","gdp_growth","cum",6,-5.03439623244459,1.28567920004375,2.47322298557312,-5.09662848602503,1.32195694748373,2.50149570555423,1.02821679579069,-0.0622322535804383
"ar4","gdp_growth","cum",7,-4.75998302787117,1.39956909536684,2.64629311613008,-4.80599728817168,1.43449847754527,2.67551325996727,1.0249572402635,-0.0460142603005114
"ar4","gdp_growth","cum",8,-4.48445318587006,1.48938871521151,2.79394513318989,-4.51901451999781,1.52292343861832,2.82600153045801,1.02251576305387,-0.0345613341277486
"ar4","gdp_growth","cum",9,-3.90046337070459,1.57162534442505,2.89992929703128,-3.92147779363369,1.59971881345629,2.9315302715353,1.01787542376489,-0.0210144229291034
"ar4","gdp_growth","q",1,-Inf,0.485494233462487,1.28402135687394,-Inf,0.508808814411905,1.3088981670015,1.04802236430934,NA
"ar4","gdp_growth","q",10,-Inf,0.540641638658585,1.36273992051108,-Inf,0.543132482837598,1.36376600056987,1.00460720003955,NA
"ar4","gdp_growth","q",11,-18.6620311168674,0.550109042509037,1.38256750473198,-18.6767061612175,0.552409083648517,1.38331884669083,1.00418106404685,-0.0146750443500672
"ar4","gdp_growth","q",12,-Inf,0.559443692014007,1.40305700301067,-Inf,0.560779715051971,1.40341548303388,1.0023881278081,NA
"ar4","gdp_growth","q",2,-Inf,0.485852707055264,1.27853946660628,-Inf,0.497195606870823,1.2845851181364,1.02334637566251,NA
"ar4","gdp_growth","q",3,-Inf,0.493803850715121,1.29553918305686,-Inf,0.500487714036749,1.29885551296187,1.01353546213127,NA
"ar4","gdp_growth","q",4,-14.6357155419108,0.503489282712721,1.29075977197575,-14.6588836520382,0.510265062041937,1.29402463982161,1.01345764361201,-0.0231681101274024
"ar4","gdp_growth","q",5,-16.5206293582833,0.516609665490228,1.31068628774451,-16.5341109358162,0.51979805165592,1.31221136912658,1.00617175089565,-0.0134815775328789
"ar4","gdp_growth","q",6,-13.7651063531336,0.518331491584666,1.3163462722323,-13.7829830371314,0.521501129749952,1.31747815644893,1.00611507928179,-0.0178766839977751
"ar4","gdp_growth","q",7,-16.373633187791,0.527289835419694,1.33536078561272,-16.3891492796132,0.529795827375852,1.33630443461815,1.00475258916031,-0.0155160918221497
"ar4","gdp_growth","q",8,-16.1064427812963,0.528431708850786,1.33822056158059,-16.1211292192474,0.530736391505313,1.33915290156638,1.00436136328673,-0.0146864379511449
"ar4","gdp_growth","q",9,-17.0940311481221,0.534739259158662,1.35025449487031,-17.1148609403763,0.537897709851197,1.35123241027553,1.00590652479398,-0.0208297922542009
"ar4","gdp_growth","ye",1,-Inf,0.485494233462487,1.28402135687394,-Inf,0.508808814411905,1.3088981670015,1.04802236430934,NA
"ar4","gdp_growth","ye",10,-6.43551580970156,1.02907010523013,2.13002620669115,-6.44194878673304,1.03663101390071,2.13911378453247,1.00734732126816,-0.0064329770314755
"ar4","gdp_growth","ye",11,-7.43173669097299,1.02789829558957,2.13660699086475,-7.43904872791683,1.0348719446692,2.14447329224126,1.00678437653759,-0.00731203694384419
"ar4","gdp_growth","ye",12,-7.57435636750385,1.04878122124815,2.17057373492746,-7.58148953376818,1.05535050216976,2.17702459184945,1.00626372859136,-0.00713316626433347
"ar4","gdp_growth","ye",2,-9.05865434910359,0.728511269996879,1.75333946874426,-9.4278098167487,0.760192207361713,1.77275342011867,1.04348723028673,-0.369155467645106
"ar4","gdp_growth","ye",3,-7.09513140774582,0.892555339199279,1.99464329503365,-7.22487495733445,0.927658388080107,2.01519530693994,1.03932870864043,-0.129743549588633
"ar4","gdp_growth","ye",4,-5.75355029497187,0.975569107387308,2.06791775706579,-5.84820800745428,1.01066357940614,2.09137462220417,1.03597333264562,-0.0946577124824053
"ar4","gdp_growth","ye",5,-6.38354173315764,0.965132013805122,2.04614069668348,-6.41715119747398,0.992486639483684,2.07142559559781,1.02834288500152,-0.0336094643163429
"ar4","gdp_growth","ye",6,-7.31831314128667,0.980963480134431,2.06944398711283,-7.34991614645068,0.99872913412747,2.08530715136171,1.01811041323435,-0.031603005164011
"ar4","gdp_growth","ye",7,-6.95085675793988,0.99572753739353,2.08745847042644,-6.9634271253972,1.00707652662449,2.10019836598463,1.0113976854157,-0.0125703674573172
"ar4","gdp_growth","ye",8,-7.02071484919635,1.00904562630366,2.09895663049612,-7.02672650301544,1.01666250888548,2.11077573614404,1.00754860076023,-0.00601165381908864
"ar4","gdp_growth","ye",9,-6.03918208708761,1.01823610334874,2.12572032915849,-6.04551573305627,1.02580818074792,2.13529491253945,1.00743646525033,-0.00633364596866137
"ar4","unemp_rate","q",1,-2.40843961067505,0.130422577295602,0.300983355568665,-2.42067683644578,0.1310259234115,0.302965452117565,1.00462608643694,-0.0122372257707277
"ar4","unemp_rate","q",10,-1.95545800852669,0.563537974007199,0.977760288292427,-1.96215233826454,0.571106991610086,0.98575991965864,1.01343124678727,-0.00669432973785389
"ar4","unemp_rate","q",11,-1.80941194400722,0.58272235337828,0.991289973022022,-1.81703533837239,0.58936198680105,0.99826135942098,1.01139416290499,-0.00762339436517423
"ar4","unemp_rate","q",12,-1.89255059888226,0.605001557675437,1.00676121956461,-1.90110766071388,0.610310597678033,1.01231546188407,1.00877525013819,-0.00855706183161598
"ar4","unemp_rate","q",2,-2.1063270827373,0.225822986859315,0.484302542479287,-2.14315692499776,0.230606355571838,0.489662041776053,1.02118193891175,-0.03682984226046
"ar4","unemp_rate","q",3,-2.09687400377392,0.310147373988973,0.622999412634978,-2.12766414582486,0.316935038694539,0.630220958654511,1.0218852883333,-0.0307901420509356
"ar4","unemp_rate","q",4,-1.84456398696188,0.370707343448141,0.716208971254356,-1.88041395254442,0.378203676060123,0.724748185814015,1.02022169979762,-0.0358499655825448
"ar4","unemp_rate","q",5,-1.5821618472145,0.413746551676537,0.789693545802587,-1.61688274763323,0.422639096286741,0.799394831653469,1.02149273407638,-0.0347209004187334
"ar4","unemp_rate","q",6,-1.57564357324886,0.453648627788962,0.854504403216667,-1.61170405722054,0.462715144365677,0.864139808010034,1.01998576876757,-0.0360604839716823
"ar4","unemp_rate","q",7,-2.00885087302011,0.491229344850095,0.911494877168216,-2.03411322075093,0.50015644898609,0.920724174997044,1.0181729862631,-0.0252623477308229
"ar4","unemp_rate","q",8,-2.30028771962876,0.520625832597599,0.942634137319709,-2.31964469095113,0.529238206107477,0.951283652555877,1.01654234763363,-0.0193569713223702
"ar4","unemp_rate","q",9,-2.25729747301146,0.546133590408685,0.963854575900901,-2.28153871204442,0.553713781663442,0.971707988276397,1.01387973819571,-0.0242412390329636
"medium_conj","cash_rate","q",1,-0.119933976867908,0.157390896879456,0.384822792828028,-0.110066182281477,0.155551250156685,0.383837548381398,0.988311606584339,0.00986779458643057
"medium_conj","cash_rate","q",10,-2.24324776325251,1.23639827596243,2.28075855033106,-2.2789885360144,1.25050899724841,2.30431445371091,1.01141276363799,-0.0357407727618941
"medium_conj","cash_rate","q",11,-2.34735207965889,1.34829143897032,2.45664568899785,-2.37604059119159,1.36465364070575,2.48230135386909,1.01213550814201,-0.0286885115326987
"medium_conj","cash_rate","q",12,-2.48665690831406,1.45944631939886,2.6275025591662,-2.52345962138883,1.47679770967478,2.65489911210401,1.01188902260075,-0.0368027130747688
"medium_conj","cash_rate","q",2,-0.67342031212114,0.276815786215304,0.631116577292576,-0.666726465478499,0.275777224597325,0.634753544155469,0.996248185003542,0.00669384664264105
"medium_conj","cash_rate","q",3,-0.993630259629818,0.380947368868055,0.813301871008025,-0.993232200360141,0.382387490077416,0.821722937851731,1.00378036791182,0.000398059269676843
"medium_conj","cash_rate","q",4,-1.23373981791393,0.498719579005464,1.02799502570952,-1.26800999082769,0.504424192207131,1.03695493736333,1.01143851864217,-0.0342701729137553
"medium_conj","cash_rate","q",5,-1.46147175052644,0.625637136388399,1.25336103016121,-1.50402770942972,0.632848369943984,1.26588375668813,1.01152622364653,-0.0425559589032811
"medium_conj","cash_rate","q",6,-1.66141254274261,0.752254657292599,1.46652094069532,-1.71525996976963,0.760491616292667,1.4821145026751,1.01094969492075,-0.0538474270270188
"medium_conj","cash_rate","q",7,-1.82444066003389,0.868968980545897,1.66366061244235,-1.96945408375535,0.87878563373782,1.68171649612001,1.01129689714097,-0.14501342372146
"medium_conj","cash_rate","q",8,-1.95264338088104,0.983836026264877,1.85613272154848,-2.02407006419995,0.995370898489011,1.87685207750446,1.01172438487329,-0.0714266833189139
"medium_conj","cash_rate","q",9,-2.10001545847421,1.11494537219737,2.07679792736674,-2.12813983303601,1.12768343412729,2.09915733817846,1.01142483053211,-0.0281243745617989
"medium_conj","cpi_inflation","cum",10,-19.6228102122658,1.87911781395821,3.58589553290139,-21.2842819763584,1.87947782235734,3.57993832668575,1.00019158372958,-1.66147176409257
"medium_conj","cpi_inflation","cum",11,-19.4286026671509,2.11919270268617,3.95025656936205,-20.836452659515,2.11936358932602,3.94400412215453,1.00008063761244,-1.40784999236411
"medium_conj","cpi_inflation","cum",12,-18.7658089563904,2.37234828137521,4.31582532338236,-19.9413701450262,2.37222671512709,4.3092613827189,0.999948756997835,-1.1755611886358
"medium_conj","cpi_inflation","cum",2,-1.16607600744238,0.285718805347343,0.648115108079769,-2.00791864789761,0.287604629278479,0.647138386231238,1.00660027935103,-0.841842640455233
"medium_conj","cpi_inflation","cum",3,-3.20103863271084,0.443227859466099,0.997963364749865,-4.48163864341023,0.446267062109559,0.997676605715698,1.00685697565835,-1.28060001069939
"medium_conj","cpi_inflation","cum",4,-5.54437181097079,0.613183094131122,1.35656052185163,-8.22658651995296,0.616558515161798,1.35605891308266,1.00550475227217,-2.68221470898217
"medium_conj","cpi_inflation","cum",5,-10.0567953274907,0.79649490672966,1.72028902557905,-13.3672758310957,0.799868672585423,1.71937955930236,1.00423576576229,-3.31048050360501
"medium_conj","cpi_inflation","cum",6,-13.1548508256861,0.98416563913455,2.086114607135,-16.1547220234746,0.987673682776371,2.08445167804242,1.00356448498335,-2.99987119778848
"medium_conj","cpi_inflation","cum",7,-16.6909632828636,1.19487910926787,2.46144640679475,-19.1070551198168,1.1975963991208,2.45886661043614,1.00227411277999,-2.41609183695325
"medium_conj","cpi_inflation","cum",8,-18.0623398702321,1.41249073762067,2.83527334252032,-20.3378689450547,1.41439354084658,2.83152102031781,1.00134712616177,-2.27552907482256
"medium_conj","cpi_inflation","cum",9,-20.2615210395812,1.64321153288162,3.21210305158859,-22.3090461984133,1.64406030932843,3.20704412101924,1.00051653510813,-2.04752515883213
"medium_conj","cpi_inflation","q",1,0.0496495129863798,0.149515492277389,0.324718512793996,-0.0257866299320738,0.150101394593859,0.322277172082336,1.00391867295854,-0.0754361429184536
"medium_conj","cpi_inflation","q",10,-8.25832548137812,0.251156145283298,0.488191184778632,-8.31357485194285,0.251090891257735,0.48785117900697,0.9997401854313,-0.0552493705647255
"medium_conj","cpi_inflation","q",11,-8.05095564930367,0.255491595316153,0.483678104213947,-8.06414977267028,0.25567347816972,0.483546170668591,1.00071189368614,-0.013194123366608
"medium_conj","cpi_inflation","q",12,-6.67608065358968,0.264926293316906,0.482148921091161,-6.68885052836103,0.265056044189081,0.481974633802885,1.00048976215441,-0.0127698747713501
"medium_conj","cpi_inflation","q",2,-0.482119510457684,0.164495777964463,0.35990130451691,-1.36324649221514,0.165979027380536,0.360796135698821,1.00901694520326,-0.88112698175746
"medium_conj","cpi_inflation","q",3,-1.88242300168439,0.177933516862983,0.384263876051571,-3.03906944849387,0.17917008970667,0.384995703100488,1.00694963414138,-1.15664644680948
"medium_conj","cpi_inflation","q",4,-4.30422359769467,0.194168525946816,0.406534078328302,-6.80647231824378,0.194681090967222,0.4059807490999,1.00263979456973,-2.50224872054911
"medium_conj","cpi_inflation","q",5,-7.75417147344421,0.204941081491875,0.423964835922091,-9.2569295743955,0.205360931526407,0.423605188018007,1.00204863774249,-1.50275810095129
"medium_conj","cpi_inflation","q",6,-10.0571094478243,0.216647571585522,0.439645289338771,-10.3739737374634,0.21682002934932,0.439094317418435,1.00079602906479,-0.31686428963909
"medium_conj","cpi_inflation","q",7,-9.30162533568823,0.229213017932164,0.459967051985679,-9.37271210255365,0.229297761508924,0.459656371856993,1.00036971537448,-0.0710867668654149
"medium_conj","cpi_inflation","q",8,-8.89672619329065,0.238041364351293,0.470626099479505,-9.2222184685365,0.237922427246495,0.470056104480991,0.999500351104432,-0.325492275245853
"medium_conj","cpi_inflation","q",9,-8.52570127627208,0.245131545498915,0.483150429995365,-8.54370762982241,0.244966681607162,0.482619625684433,0.999327447263398,-0.0180063535503283
"medium_conj","cpi_inflation","ye",1,0.0496495129863799,0.149515492277389,0.324718512793996,-0.025786629932074,0.150101394593859,0.322277172082336,1.00391867295854,-0.0754361429184539
"medium_conj","cpi_inflation","ye",10,-18.0799699137953,0.923978432505086,1.812826897869,-18.3410048221643,0.923272981208211,1.81091430389047,0.999236506749446,-0.261034908369037
"medium_conj","cpi_inflation","ye",11,-16.8215932624339,0.953477969751295,1.83897162985212,-16.943365450858,0.952842604868248,1.83730915356663,0.999333634438127,-0.121772188424078
"medium_conj","cpi_inflation","ye",12,-15.2961602598725,0.983415019450045,1.84999376246287,-15.286005006832,0.982910431432363,1.8487283189724,0.999486902266386,0.0101552530405051
"medium_conj","cpi_inflation","ye",2,-1.16607600744238,0.285718805347343,0.648115108079769,-2.00791864789761,0.287604629278479,0.647138386231238,1.00660027935103,-0.841842640455233
"medium_conj","cpi_inflation","ye",3,-3.20103863271084,0.443227859466099,0.997963364749865,-4.48163864341023,0.446267062109559,0.997676605715698,1.00685697565835,-1.28060001069939
"medium_conj","cpi_inflation","ye",4,-5.54437181097079,0.613183094131122,1.35656052185163,-8.22658651995296,0.616558515161798,1.35605891308266,1.00550475227217,-2.68221470898217
"medium_conj","cpi_inflation","ye",5,-12.8957724774963,0.68217691975979,1.46455670894302,-16.9641755535006,0.685313074798813,1.4650094478345,1.00459727520557,-4.06840307600429
"medium_conj","cpi_inflation","ye",6,-18.3763042904773,0.739068478104051,1.54615765722616,-22.1535752080725,0.740941927953005,1.54477218306873,1.00253487992582,-3.77727091759522
"medium_conj","cpi_inflation","ye",7,-22.5441545522544,0.798472492103596,1.62705890397387,-24.6699038629963,0.799090402524943,1.62505100543199,1.00077386563402,-2.12574931074186
"medium_conj","cpi_inflation","ye",8,-22.8372858682593,0.846522316329169,1.69688986948524,-24.0137572464996,0.846327922492501,1.69487608796286,0.999770361828722,-1.17647137824029
"medium_conj","cpi_inflation","ye",9,-20.3515078122805,0.887072988695026,1.76025518613275,-20.7670596217289,0.886294492090068,1.75811704512486,0.999122398478052,-0.415551809448417
"medium_conj","gdp_growth","cum",10,-2.65452101036051,1.53161775825173,2.98115335807438,-2.65662416442786,1.54218543218096,2.99903258891076,1.00689968098913,-0.00210315406734951
"medium_conj","gdp_growth","cum",11,-2.71726396190876,1.55138546385826,3.02788241369066,-2.72155099194995,1.56375346918364,3.04802178702593,1.00797223231332,-0.00428703004118836
"medium_conj","gdp_growth","cum",12,-2.59458188633001,1.54594904022713,3.00732311388471,-2.59999608298603,1.55697028893707,3.02398481292376,1.00712911514103,-0.00541419665601639
"medium_conj","gdp_growth","cum",2,-11.5332889273517,0.731367903556972,1.75731052854724,-11.7994812289729,0.748703061602123,1.76864634744704,1.02370237736827,-0.266192301621164
"medium_conj","gdp_growth","cum",3,-6.88735596712576,0.874643683002569,1.98899857426813,-6.98572229829767,0.89252809906321,1.99741057305565,1.02044765932482,-0.0983663311719063
"medium_conj","gdp_growth","cum",4,-4.55905263828292,0.988623971645816,2.10463506631917,-4.65298841246206,1.00247912749592,2.10916888193388,1.01401458617986,-0.0939357741791405
"medium_conj","gdp_growth","cum",5,-3.96424499033824,1.08847729858188,2.20227647476623,-4.00527959553426,1.10082120455686,2.20700824772547,1.01134052679928,-0.0410346051960153
"medium_conj","gdp_growth","cum",6,-3.4860969976612,1.24968981790105,2.51779450583219,-3.51860231901068,1.26114752396732,2.52378865815068,1.00916843996178,-0.0325053213494835
"medium_conj","gdp_growth","cum",7,-2.78201838880239,1.35672956105065,2.69762334440465,-2.80111875746686,1.36806546774681,2.70597386127297,1.00835531783311,-0.0191003686644713
"medium_conj","gdp_growth","cum",8,-3.21520680887122,1.43021271371796,2.84742323738514,-3.22859403995099,1.44256090809179,2.86043855437974,1.00863381667314,-0.0133872310797689
"medium_conj","gdp_growth","cum",9,-2.9870454896916,1.49055683514533,2.93528886804353,-2.99326459983946,1.50174999844075,2.95061018078148,1.00750938376283,-0.0062191101478648
"medium_conj","gdp_growth","q",1,-Inf,0.488531462301278,1.27255226299425,-Inf,0.501016086919201,1.28898598073748,1.02555541573333,NA
"medium_conj","gdp_growth","q",10,-18.646061100846,0.533879960667586,1.35999976081555,-18.6618186466293,0.537127858281309,1.36118754915488,1.00608357281225,-0.0157575457832593
"medium_conj","gdp_growth","q",11,-Inf,0.540451115932775,1.38142074556057,-Inf,0.543414344173821,1.38258237855373,1.00548287930895,NA
"medium_conj","gdp_growth","q",12,-18.2236724750931,0.541518971936371,1.37834099565349,-18.2346107825165,0.543854989844812,1.37921978702105,1.00431382468483,-0.0109383074233591
"medium_conj","gdp_growth","q",2,-Inf,0.496666341018272,1.28233104743671,-Inf,0.503267142698767,1.28499819856922,1.0132902134398,NA
"medium_conj","gdp_growth","q",3,-Inf,0.505259113976816,1.29336428380383,-Inf,0.508854001546451,1.29517252896773,1.00711493859327,NA
"medium_conj","gdp_growth","q",4,-Inf,0.518221471198756,1.3117965925744,-Inf,0.522268965292979,1.3138187580919,1.00781035584045,NA
"medium_conj","gdp_growth","q",5,-Inf,0.508552882141465,1.30698789729611,-Inf,0.511056435061,1.30819759877708,1.0049228959415,NA
"medium_conj","gdp_growth","q",6,-Inf,0.520343176119125,1.32999516773884,-Inf,0.524320446826085,1.33192350418053,1.00764355311935,NA
"medium_conj","gdp_growth","q",7,-13.9182106179619,0.519950355716148,1.33254378615827,-13.9346157542638,0.523611299867676,1.33446056830768,1.00704094941234,-0.0164051363018523
"medium_conj","gdp_growth","q",8,-Inf,0.522824223250867,1.34251736809413,-Inf,0.525991798424278,1.34450253615264,1.00605858533814,NA
"medium_conj","gdp_growth","q",9,-Inf,0.529711480250411,1.35250038048139,-Inf,0.534176147251285,1.35448269265223,1.00842848827585,NA
"medium_conj","gdp_growth","ye",1,-Inf,0.488531462301278,1.27255226299425,-Inf,0.501016086919201,1.28898598073748,1.02555541573333,NA
