"run","member","window","h","crps","logdens"
"none","combo_equal","covid_origins",8,0.926678190583354,-2.194985433154
"lp","combo_logscore","covid_origins",8,1.16881141151767,-2.50169970808053
"none","combo_logscore","covid_origins",8,1.25026820577745,-2.80256797004757
"lp","combo_pool","covid_origins",8,1.01051024028207,-2.38760644008922
"none","combo_pool","covid_origins",8,1.09189528305741,-2.70952991544188
"lp","medium_conj","covid_origins",8,1.03291145322355,-12.8251550324327
"none","medium_conj","covid_origins",8,1.10111478170735,-11.4266392210885
"lp","medium_minn","covid_origins",8,1.11644871930437,-3.14051384093264
"none","medium_minn","covid_origins",8,1.11644871930437,-3.14051384093264
"lp","rw","covid_origins",8,1.35839423985767,-4.9152038226958
"none","rw","covid_origins",8,1.44173682719419,-4.32653649903679
"lp","small_loose_p5","covid_origins",8,0.919904253549841,-7.0079848175794
"none","small_loose_p5","covid_origins",8,1.09997415708766,-6.7488311280895
"lp","small_minn","covid_origins",8,0.89978059609085,-11.3352724690348
"none","small_minn","covid_origins",8,1.00345981423178,-10.2835119706401
"lp","small_ss","covid_origins",8,0.820156729422149,-8.93852531406198
"none","small_ss","covid_origins",8,0.907132036504518,-9.36510504665147
"lp","small_sv","covid_origins",8,0.966177927119023,-2.67948301980583
"none","small_sv","covid_origins",8,0.966177927119023,-2.67948301980583
"lp","small_tight","covid_origins",8,0.983003253219259,-12.7869798259207
"none","small_tight","covid_origins",8,1.07211075996276,-11.8151772525202
"lp","ucmean","covid_origins",8,0.747549882729249,-3.26303914178548
"none","ucmean","covid_origins",8,0.774532046668929,-3.67880350045256
"lp","ucsv","covid_origins",8,1.13062026909855,-10.2675261840144
"none","ucsv","covid_origins",8,1.13062026909855,-10.2675261840144
"lp","ar4","other_origins",8,0.699723577031855,-13.6044272652311
"none","ar4","other_origins",8,0.699723577031855,-13.6044272652311
"lp","combo_bma","other_origins",8,0.622738589441629,-1.68416285487659
"none","combo_bma","other_origins",8,0.622738589441629,-1.68416285487659
"lp","combo_equal","other_origins",8,0.6362039179418,-1.51852131909422
"none","combo_equal","other_origins",8,0.6362039179418,-1.51852131909422
"lp","combo_logscore","other_origins",8,0.63072049050975,-1.60387561983503
"none","combo_logscore","other_origins",8,0.63072049050975,-1.60387561983503
"lp","combo_pool","other_origins",8,0.635532579730239,-1.60743674380394
"none","combo_pool","other_origins",8,0.635532579730239,-1.60743674380394
"lp","medium_conj","other_origins",8,0.591296829438506,-Inf
"none","medium_conj","other_origins",8,0.591296829438506,-Inf
"lp","medium_minn","other_origins",8,0.63506660460768,-9.71403028986977
"none","medium_minn","other_origins",8,0.63506660460768,-9.71403028986977
"lp","rw","other_origins",8,0.587702867595235,-1.53605472542426
"none","rw","other_origins",8,0.587702867595235,-1.53605472542426
"lp","small_loose_p5","other_origins",8,0.72728173921336,-10.8246446253596
"none","small_loose_p5","other_origins",8,0.72728173921336,-10.8246446253596
"lp","small_minn","other_origins",8,0.611502031408898,-Inf
"none","small_minn","other_origins",8,0.611502031408898,-Inf
"lp","small_ss","other_origins",8,0.693160873456599,-13.6647005230411
"none","small_ss","other_origins",8,0.693160873456599,-13.6647005230411
"lp","small_sv","other_origins",8,0.679803474777187,-8.40766013557166
"none","small_sv","other_origins",8,0.679803474777187,-8.40766013557166
"lp","small_tight","other_origins",8,0.597741262653338,-Inf
"none","small_tight","other_origins",8,0.597741262653338,-Inf
"lp","ucmean","other_origins",8,1.13245118704935,-Inf
"none","ucmean","other_origins",8,1.13245118704935,-Inf
"lp","ucsv","other_origins",8,0.580716252833464,-10.9535495043581
"none","ucsv","other_origins",8,0.580716252833464,-10.9535495043581
"lp","ar4","covid_origins",9,0.926626051673839,-7.45286138824501
"none","ar4","covid_origins",9,1.05161666731997,-6.30892450079052
"lp","combo_bma","covid_origins",9,1.50322853648292,-3.38973799595683
"none","combo_bma","covid_origins",9,1.59152596553282,-3.69595709557582
"lp","combo_equal","covid_origins",9,0.952808493861908,-2.0644741484239
"none","combo_equal","covid_origins",9,1.01253926527832,-2.23156463776394
"lp","combo_logscore","covid_origins",9,1.26619980566371,-2.63303796531665
"none","combo_logscore","covid_origins",9,1.35826729268629,-2.89828561655684
"lp","combo_pool","covid_origins",9,1.13937809910258,-2.56792275436866
"none","combo_pool","covid_origins",9,1.24993049709069,-2.86845390768995
"lp","medium_conj","covid_origins",9,1.15960869448404,-12.1394249321889
"none","medium_conj","covid_origins",9,1.232821923645,-10.2618430091884
"lp","medium_minn","covid_origins",9,1.27418105515349,-3.13983406044179
"none","medium_minn","covid_origins",9,1.27418105515349,-3.13983406044179
"lp","rw","covid_origins",9,1.47243595368658,-4.76982715886767
"none","rw","covid_origins",9,1.55722379534641,-4.10928435214647
"lp","small_loose_p5","covid_origins",9,0.953027951687537,-7.12015438777531
"none","small_loose_p5","covid_origins",9,1.14719917458279,-6.33390351815809
"lp","small_minn","covid_origins",9,0.993614496848534,-11.6670233791928
"none","small_minn","covid_origins",9,1.07263478476256,-9.65902721074703
"lp","small_ss","covid_origins",9,0.884165578493433,-9.19870950772277
"none","small_ss","covid_origins",9,0.949610875421169,-6.92514440854908
"lp","small_sv","covid_origins",9,1.06848566518016,-3.23836022656661
"none","small_sv","covid_origins",9,1.06848566518016,-3.23836022656661
"lp","small_tight","covid_origins",9,1.09611250192949,-11.9606649747977
"none","small_tight","covid_origins",9,1.19233031524551,-10.8674706851626
"lp","ucmean","covid_origins",9,0.711722025600152,-4.06662424502129
"none","ucmean","covid_origins",9,0.740808544012202,-3.99803147945342
"lp","ucsv","covid_origins",9,1.23668283405058,-10.8025937469018
"none","ucsv","covid_origins",9,1.23668283405058,-10.8025937469018
"lp","ar4","other_origins",9,0.745292628807942,-14.3140109250199
"none","ar4","other_origins",9,0.745292628807942,-14.3140109250199
"lp","combo_bma","other_origins",9,0.6684401638496,-1.50284528811204
"none","combo_bma","other_origins",9,0.6684401638496,-1.50284528811204
"lp","combo_equal","other_origins",9,0.665812447251773,-1.45454062944397
"none","combo_equal","other_origins",9,0.665812447251773,-1.45454062944397
"lp","combo_logscore","other_origins",9,0.674271969904418,-1.48245638418625
"none","combo_logscore","other_origins",9,0.674271969904418,-1.48245638418625
"lp","combo_pool","other_origins",9,0.672238844124273,-1.4831363628864
"none","combo_pool","other_origins",9,0.672238844124273,-1.4831363628864
"lp","medium_conj","other_origins",9,0.619495510626227,-Inf
"none","medium_conj","other_origins",9,0.619495510626227,-Inf
"lp","medium_minn","other_origins",9,0.672754743361174,-8.93560699446363
"none","medium_minn","other_origins",9,0.672754743361174,-8.93560699446363
"lp","rw","other_origins",9,0.606155418827672,-1.42377182064298
"none","rw","other_origins",9,0.606155418827672,-1.42377182064298
"lp","small_loose_p5","other_origins",9,0.762965121091797,-10.5199800191956
"none","small_loose_p5","other_origins",9,0.762965121091797,-10.5199800191956
"lp","small_minn","other_origins",9,0.638736718443791,-Inf
"none","small_minn","other_origins",9,0.638736718443791,-Inf
"lp","small_ss","other_origins",9,0.730367417472791,-Inf
"none","small_ss","other_origins",9,0.730367417472791,-Inf
"lp","small_sv","other_origins",9,0.714313358415953,-11.5578402571356
"none","small_sv","other_origins",9,0.714313358415953,-11.5578402571356
"lp","small_tight","other_origins",9,0.621554585555322,-Inf
"none","small_tight","other_origins",9,0.621554585555322,-Inf
"lp","ucmean","other_origins",9,1.16248941784298,-Inf
"none","ucmean","other_origins",9,1.16248941784298,-Inf
"lp","ucsv","other_origins",9,0.602394855713504,-11.0387255557492
"none","ucsv","other_origins",9,0.602394855713504,-11.0387255557492
"lp","ar4","covid_origins",10,0.987862886887597,-7.49034987200213
"none","ar4","covid_origins",10,1.12279075788158,-7.45611497605126
"lp","combo_bma","covid_origins",10,1.59844676229607,-3.49312381754094
"none","combo_bma","covid_origins",10,1.68662218700921,-3.79470024124406
"lp","combo_equal","covid_origins",10,1.02162364127084,-2.07801805199696
"none","combo_equal","covid_origins",10,1.07576699105663,-2.23575221935506
"lp","combo_logscore","covid_origins",10,1.3582879575565,-2.68648422365642
"none","combo_logscore","covid_origins",10,1.43356062615497,-2.92331514152905
"lp","combo_pool","covid_origins",10,1.22342478948372,-2.63001305689001
"none","combo_pool","covid_origins",10,1.31919646334242,-2.88304979692984
"lp","medium_conj","covid_origins",10,1.27912400256469,-9.98569003425102
"none","medium_conj","covid_origins",10,1.36133601718522,-9.36213172935371
"lp","medium_minn","covid_origins",10,1.42588887148878,-3.21168223269358
"none","medium_minn","covid_origins",10,1.42588887148878,-3.21168223269358
"lp","rw","covid_origins",10,1.59517376149028,-4.98548007175866
"none","rw","covid_origins",10,1.66955517243513,-4.19924188126876
"lp","small_loose_p5","covid_origins",10,0.955781172870644,-5.52489063250965
"none","small_loose_p5","covid_origins",10,1.12891737597917,-5.36128043807767
"lp","small_minn","covid_origins",10,1.08867355705701,-10.1339656683787
"none","small_minn","covid_origins",10,1.15062006427265,-9.19155314598489
"lp","small_ss","covid_origins",10,0.945352111924326,-8.4597983507061
"none","small_ss","covid_origins",10,0.978453658680521,-7.44832031831821
"lp","small_sv","covid_origins",10,1.16678635245169,-3.39615959281541
"none","small_sv","covid_origins",10,1.16678635245169,-3.39615959281541
"lp","small_tight","covid_origins",10,1.19653645756905,-10.0507522055058
"none","small_tight","covid_origins",10,1.30765736433156,-9.93236550694702
"lp","ucmean","covid_origins",10,0.657306719368396,-3.51594086612365
"none","ucmean","covid_origins",10,0.68518584780995,-3.63100712929942
"lp","ucsv","covid_origins",10,1.31496021007323,-10.0046201108235
"none","ucsv","covid_origins",10,1.31496021007323,-10.0046201108235
"lp","ar4","other_origins",10,0.790956061023233,-Inf
"none","ar4","other_origins",10,0.790956061023233,-Inf
"lp","combo_bma","other_origins",10,0.704880536520703,-1.60357258598211
"none","combo_bma","other_origins",10,0.704880536520703,-1.60357258598211
"lp","combo_equal","other_origins",10,0.703384706027956,-1.53922142747902
"none","combo_equal","other_origins",10,0.703384706027956,-1.53922142747902
"lp","combo_logscore","other_origins",10,0.705889089848657,-1.56732338126081
"none","combo_logscore","other_origins",10,0.705889089848657,-1.56732338126081
"lp","combo_pool","other_origins",10,0.70040289756048,-1.56868270749139
"none","combo_pool","other_origins",10,0.70040289756048,-1.56868270749139
"lp","medium_conj","other_origins",10,0.647707099346671,-16.7263120843559
"none","medium_conj","other_origins",10,0.647707099346671,-16.7263120843559
"lp","medium_minn","other_origins",10,0.712030681664552,-3.01016640359846
"none","medium_minn","other_origins",10,0.712030681664552,-3.01016640359846
"lp","rw","other_origins",10,0.631961038184797,-1.47472206936498
"none","rw","other_origins",10,0.631961038184797,-1.47472206936498
"lp","small_loose_p5","other_origins",10,0.802343865656743,-11.5052520096951
"none","small_loose_p5","other_origins",10,0.802343865656743,-11.5052520096951
"lp","small_minn","other_origins",10,0.668481308523001,-14.5623668723956
"none","small_minn","other_origins",10,0.668481308523001,-14.5623668723956
"lp","small_ss","other_origins",10,0.772243106435456,-14.1620973821499
"none","small_ss","other_origins",10,0.772243106435456,-14.1620973821499
"lp","small_sv","other_origins",10,0.745730970049758,-6.2052530159664
"none","small_sv","other_origins",10,0.745730970049758,-6.2052530159664
"lp","small_tight","other_origins",10,0.64853836777154,-Inf
"none","small_tight","other_origins",10,0.64853836777154,-Inf
"lp","ucmean","other_origins",10,1.21475314675033,-Inf
"none","ucmean","other_origins",10,1.21475314675033,-Inf
"lp","ucsv","other_origins",10,0.632668064402041,-12.7660761965955
"none","ucsv","other_origins",10,0.632668064402041,-12.7660761965955
"lp","ar4","covid_origins",11,1.00541053205712,-5.13455236369702
"none","ar4","covid_origins",11,1.12966116266216,-5.02718187351958
"lp","combo_bma","covid_origins",11,1.65287447735009,-3.34321420249628
"none","combo_bma","covid_origins",11,1.72554091382799,-3.61397174791008
"lp","combo_equal","covid_origins",11,1.05595269278213,-2.01905679421528
"none","combo_equal","covid_origins",11,1.12537743921859,-2.17743094246983
"lp","combo_logscore","covid_origins",11,1.40229573432991,-2.6290820257617
"none","combo_logscore","covid_origins",11,1.4738545004813,-2.85901412763489
"lp","combo_pool","covid_origins",11,1.26429466287432,-2.54794210654727
"none","combo_pool","covid_origins",11,1.33777315248829,-2.79592617190302
"lp","medium_conj","covid_origins",11,1.35094749804184,-6.73126691626167
"none","medium_conj","covid_origins",11,1.44205629812376,-7.06593983821014
"lp","medium_minn","covid_origins",11,1.53815081829454,-2.66766272506202
"none","medium_minn","covid_origins",11,1.53815081829454,-2.66766272506202
"lp","rw","covid_origins",11,1.65620902570213,-4.79557850244917
"none","rw","covid_origins",11,1.72186758080854,-3.67799809977775
"lp","small_loose_p5","covid_origins",11,0.979945497366327,-3.43817222766518
"none","small_loose_p5","covid_origins",11,1.13560086109001,-3.36954676360138
"lp","small_minn","covid_origins",11,1.12343257747782,-6.89818274205657
"none","small_minn","covid_origins",11,1.18842810221014,-6.71576880163854
"lp","small_ss","covid_origins",11,0.962507989766496,-5.72038541823778
"none","small_ss","covid_origins",11,1.00542875902381,-5.40612923544836
"lp","small_sv","covid_origins",11,1.23019347516633,-2.52522515647224
"none","small_sv","covid_origins",11,1.23019347516633,-2.52522515647224
"lp","small_tight","covid_origins",11,1.22808570993113,-5.76499306052224
"none","small_tight","covid_origins",11,1.34664175705264,-6.1748856655664
"lp","ucmean","covid_origins",11,0.6048139707443,-2.1521197787144
"none","ucmean","covid_origins",11,0.632401304091445,-2.35103644816534
"lp","ucsv","covid_origins",11,1.35036636711435,-8.2260176338605
"none","ucsv","covid_origins",11,1.35036636711435,-8.2260176338605
"lp","ar4","other_origins",11,0.844816174437694,-16.7125039666345
"none","ar4","other_origins",11,0.844816174437694,-16.7125039666345
"lp","combo_bma","other_origins",11,0.756104747935039,-1.67283948155205
"none","combo_bma","other_origins",11,0.756104747935039,-1.67283948155205
"lp","combo_equal","other_origins",11,0.7500770689111,-1.62819145739612
"none","combo_equal","other_origins",11,0.7500770689111,-1.62819145739612
"lp","combo_logscore","other_origins",11,0.752076172867258,-1.65753698208327
"none","combo_logscore","other_origins",11,0.752076172867258,-1.65753698208327
"lp","combo_pool","other_origins",11,0.753788062676171,-1.65735591037132
"none","combo_pool","other_origins",11,0.753788062676171,-1.65735591037132
"lp","medium_conj","other_origins",11,0.694769042143692,-Inf
"none","medium_conj","other_origins",11,0.694769042143692,-Inf
"lp","medium_minn","other_origins",11,0.773649853374957,-7.28564248757054
"none","medium_minn","other_origins",11,0.773649853374957,-7.28564248757054
"lp","rw","other_origins",11,0.670851705168271,-1.54422957266827
"none","rw","other_origins",11,0.670851705168271,-1.54422957266827
"lp","small_loose_p5","other_origins",11,0.85198871758776,-14.5417104722124
"none","small_loose_p5","other_origins",11,0.85198871758776,-14.5417104722124
"lp","small_minn","other_origins",11,0.706413924786796,-Inf
"none","small_minn","other_origins",11,0.706413924786796,-Inf
"lp","small_ss","other_origins",11,0.824859338126145,-15.1193583479496
"none","small_ss","other_origins",11,0.824859338126145,-15.1193583479496
"lp","small_sv","other_origins",11,0.793864758695685,-8.9602200672057
"none","small_sv","other_origins",11,0.793864758695685,-8.9602200672057
"lp","small_tight","other_origins",11,0.688807937410587,-Inf
"none","small_tight","other_origins",11,0.688807937410587,-Inf
"lp","ucmean","other_origins",11,1.23782156455363,-Inf
"none","ucmean","other_origins",11,1.23782156455363,-Inf
"lp","ucsv","other_origins",11,0.67545312924418,-13.359375603267
"none","ucsv","other_origins",11,0.67545312924418,-13.359375603267
"lp","ar4","covid_origins",12,1.00914985932126,-3.58917603054875
"none","ar4","covid_origins",12,1.12596861024056,-3.17446228012322
"lp","combo_bma","covid_origins",12,1.70542517246793,-3.15715892018075
"none","combo_bma","covid_origins",12,1.76514032767191,-3.37738766420319
"lp","combo_equal","covid_origins",12,1.08095981136805,-1.94647359315891
"none","combo_equal","covid_origins",12,1.1455193074646,-2.10548856725162
"lp","combo_logscore","covid_origins",12,1.44433324494457,-2.55631176657013
"none","combo_logscore","covid_origins",12,1.50530421785447,-2.74204884065263
"lp","combo_pool","covid_origins",12,1.27826788519371,-2.50281712442823
"none","combo_pool","covid_origins",12,1.34712325428929,-2.69958350703542
"lp","medium_conj","covid_origins",12,1.39556395788789,-3.94802369237507
"none","medium_conj","covid_origins",12,1.4763655128868,-4.04343323999631
"lp","medium_minn","covid_origins",12,1.59879499332076,-2.5595749942549
"none","medium_minn","covid_origins",12,1.59879499332076,-2.5595749942549
"lp","rw","covid_origins",12,1.71256603463288,-4.61055213474879
"none","rw","covid_origins",12,1.76257514736259,-3.43455987775932
"lp","small_loose_p5","covid_origins",12,0.985411814382009,-2.10542670351054
"none","small_loose_p5","covid_origins",12,1.10328730039397,-2.2109018874873
"lp","small_minn","covid_origins",12,1.13224159608454,-3.11121722926555
"none","small_minn","covid_origins",12,1.1981830648382,-3.0375345222439
"lp","small_ss","covid_origins",12,0.963736739158376,-2.84071334609274
"none","small_ss","covid_origins",12,1.02292175990421,-2.84622493146219
"lp","small_sv","covid_origins",12,1.2631007916968,-2.17130096380201
"none","small_sv","covid_origins",12,1.2631007916968,-2.17130096380201
"lp","small_tight","covid_origins",12,1.24137357254999,-3.54215627670803
"none","small_tight","covid_origins",12,1.35273057708923,-3.88536169041725
"lp","ucmean","covid_origins",12,0.583157886500188,-1.51505654947122
"none","ucmean","covid_origins",12,0.609540077048072,-1.65096711789388
"lp","ucsv","covid_origins",12,1.37491279758678,-5.21722956542341
"none","ucsv","covid_origins",12,1.37491279758678,-5.21722956542341
"lp","ar4","other_origins",12,0.897419212819488,-Inf
"none","ar4","other_origins",12,0.897419212819488,-Inf
"lp","combo_bma","other_origins",12,0.806442911768067,-1.79066507202163
"none","combo_bma","other_origins",12,0.806442911768067,-1.79066507202163
"lp","combo_equal","other_origins",12,0.792094959484889,-1.72211030444875
"none","combo_equal","other_origins",12,0.792094959484889,-1.72211030444875
"lp","combo_logscore","other_origins",12,0.797547381899972,-1.75557939359276
"none","combo_logscore","other_origins",12,0.797547381899972,-1.75557939359276
"lp","combo_pool","other_origins",12,0.795135003596955,-1.75556993812792
"none","combo_pool","other_origins",12,0.795135003596955,-1.75556993812792
"lp","medium_conj","other_origins",12,0.744894460467863,-Inf
"none","medium_conj","other_origins",12,0.744894460467863,-Inf
"lp","medium_minn","other_origins",12,0.844940107496443,-5.1049619688482
"none","medium_minn","other_origins",12,0.844940107496443,-5.1049619688482
"lp","rw","other_origins",12,0.711442538872305,-1.62211935044491
"none","rw","other_origins",12,0.711442538872305,-1.62211935044491
"lp","small_loose_p5","other_origins",12,0.901596209206585,-11.8555329562397
"none","small_loose_p5","other_origins",12,0.901596209206585,-11.8555329562397
"lp","small_minn","other_origins",12,0.75229985984528,-Inf
"none","small_minn","other_origins",12,0.75229985984528,-Inf
"lp","small_ss","other_origins",12,0.875494701926298,-16.5636527094544
"none","small_ss","other_origins",12,0.875494701926298,-16.5636527094544
"lp","small_sv","other_origins",12,0.837069205137515,-4.94365083480903
"none","small_sv","other_origins",12,0.837069205137515,-4.94365083480903
"lp","small_tight","other_origins",12,0.72703593450725,-17.5523852687599
"none","small_tight","other_origins",12,0.72703593450725,-17.5523852687599
"lp","ucmean","other_origins",12,1.26285554881655,-Inf
"none","ucmean","other_origins",12,1.26285554881655,-Inf
"lp","ucsv","other_origins",12,0.720610981810527,-11.589832154427
"none","ucsv","other_origins",12,0.720610981810527,-11.589832154427
