"run","member","window","h","crps","logdens"
"none","medium_minn","covid_origins",4,0.736390511118659,-3.77665803835768
"lp","rw","covid_origins",4,1.02759718231438,-4.42430321596004
"none","rw","covid_origins",4,1.04964454791134,-3.80139292075194
"lp","small_loose_p5","covid_origins",4,0.720969432187404,-4.82329065384788
"none","small_loose_p5","covid_origins",4,0.790088706690463,-6.6466250815248
"lp","small_minn","covid_origins",4,0.707639080682675,-6.89580349062896
"none","small_minn","covid_origins",4,0.74532552608653,-8.29928559928599
"lp","small_ss","covid_origins",4,0.688062692976551,-8.10993267197804
"none","small_ss","covid_origins",4,0.705373451355956,-7.27432320764624
"lp","small_sv","covid_origins",4,0.691134042430592,-3.68008789811739
"none","small_sv","covid_origins",4,0.691134042430592,-3.68008789811739
"lp","small_tight","covid_origins",4,0.768025071633506,-8.51731187739035
"none","small_tight","covid_origins",4,0.795954350429762,-12.3441380240093
"lp","ucmean","covid_origins",4,0.955235391829818,-2.54323023044643
"none","ucmean","covid_origins",4,0.990328986934421,-3.94162320005577
"lp","ucsv","covid_origins",4,0.828787411792517,-9.59079967159358
"none","ucsv","covid_origins",4,0.828787411792517,-9.59079967159358
"lp","ar4","other_origins",4,0.432304965490794,-10.3354978532555
"none","ar4","other_origins",4,0.432847210241115,-10.3524093811583
"lp","combo_bma","other_origins",4,0.431594328002148,-1.7265997823613
"none","combo_bma","other_origins",4,0.430265046918538,-1.72535715053416
"lp","combo_equal","other_origins",4,0.399610912223323,-1.39442884434374
"none","combo_equal","other_origins",4,0.403467103127032,-1.41838758791888
"lp","combo_logscore","other_origins",4,0.406224811791468,-1.47800698653791
"none","combo_logscore","other_origins",4,0.425161322489014,-1.53241761968706
"lp","combo_pool","other_origins",4,0.386346150865503,-1.43816038806396
"none","combo_pool","other_origins",4,0.388003681079573,-1.44759071468277
"lp","medium_conj","other_origins",4,0.375816260686323,-Inf
"none","medium_conj","other_origins",4,0.382513873833599,-Inf
"lp","medium_minn","other_origins",4,0.36965389439026,-8.68873255777197
"none","medium_minn","other_origins",4,0.36965389439026,-8.68873255777197
"lp","rw","other_origins",4,0.40888190403155,-2.13589206593145
"none","rw","other_origins",4,0.423385413575378,-2.16076388840814
"lp","small_loose_p5","other_origins",4,0.448934936076674,-10.4625403500588
"none","small_loose_p5","other_origins",4,0.451351046061308,-10.5058227086638
"lp","small_minn","other_origins",4,0.388637095899452,-Inf
