"member","variable","measure","h","logdens","crps","rmse"
"medium_conj","gdp_growth","ye",4,-4.55905263828292,0.988623971645816,2.10463506631917
"medium_conj","gdp_growth","ye",5,-6.71617684866494,0.983855187195085,2.08418703744893
"medium_conj","gdp_growth","ye",6,-6.71051814251093,0.983182830757128,2.08896024939179
"medium_conj","gdp_growth","ye",7,-4.88836108550528,0.994213385876411,2.11143418524496
"medium_conj","gdp_growth","ye",8,-6.71004612521382,0.9861456880486,2.09572671158385
"medium_conj","gdp_growth","ye",9,-6.73388104548157,0.993062250975396,2.12401536231683
"medium_conj","unemp_rate","q",1,-3.24057837387859,0.131147640588427,0.305127191815711
"medium_conj","unemp_rate","q",10,-1.83258709126543,0.68277216446691,1.26171206002536
"medium_conj","unemp_rate","q",11,-1.73311995280353,0.703510333507621,1.28072333714376
"medium_conj","unemp_rate","q",12,-1.73187682952119,0.713936907754931,1.29281539522816
"medium_conj","unemp_rate","q",2,-2.0045076970654,0.23595308753038,0.508760483416489
"medium_conj","unemp_rate","q",3,-1.34116159170292,0.340412779126592,0.700946741777936
"medium_conj","unemp_rate","q",4,-1.31925824099551,0.414370088229489,0.840016427465408
"medium_conj","unemp_rate","q",5,-1.50179076453252,0.480036992087073,0.959141599113509
"medium_conj","unemp_rate","q",6,-1.72242390019791,0.536341044066964,1.0372122242637
"medium_conj","unemp_rate","q",7,-1.86900774460213,0.593442650576508,1.14378730994786
"medium_conj","unemp_rate","q",8,-1.8384064357151,0.636166262512872,1.20037760533755
"medium_conj","unemp_rate","q",9,-1.86542612772614,0.66018076907969,1.2351775049484
"medium_minn","cash_rate","q",1,-0.0568827714869289,0.0906308362614866,0.215735282315061
"medium_minn","cash_rate","q",10,-2.51338355036409,1.48354459580165,2.61376486185511
"medium_minn","cash_rate","q",11,-2.64603496905105,1.63107911537859,2.88002044316732
"medium_minn","cash_rate","q",12,-2.72256573374415,1.79053099214981,3.13579226880625
"medium_minn","cash_rate","q",2,-0.720429841003838,0.189822251829013,0.407112492890177
"medium_minn","cash_rate","q",3,-1.23780838401904,0.319144933503736,0.636365147194875
"medium_minn","cash_rate","q",4,-1.42761649654286,0.472773310408771,0.89378836234209
"medium_minn","cash_rate","q",5,-1.67373897314862,0.638503518577031,1.17003079538131
"medium_minn","cash_rate","q",6,-1.94140532359627,0.814674012421159,1.45269678055623
"medium_minn","cash_rate","q",7,-2.06049865662545,0.988646670753894,1.73857874441097
"medium_minn","cash_rate","q",8,-2.25785951132891,1.15774321096741,2.02183255605379
"medium_minn","cash_rate","q",9,-2.43507974682731,1.32583556219087,2.32294056735953
"medium_minn","cpi_inflation","cum",10,-4.55082120397226,1.91325592974425,3.67747274486883
"medium_minn","cpi_inflation","cum",11,-5.2124999996268,2.179542420138,4.11210656983983
"medium_minn","cpi_inflation","cum",12,-4.95289827278666,2.44186885203816,4.54148974723411
"medium_minn","cpi_inflation","cum",2,-0.540153415933188,0.265780730245406,0.573706712177035
"medium_minn","cpi_inflation","cum",3,-1.52099805451048,0.416622037950294,0.900314316288703
"medium_minn","cpi_inflation","cum",4,-3.51755595179854,0.582355196880878,1.24935221376816
"medium_minn","cpi_inflation","cum",5,-4.15214023055607,0.76404596903427,1.61446451417736
"medium_minn","cpi_inflation","cum",6,-5.09125388375631,0.959508378544264,1.9988295706842
"medium_minn","cpi_inflation","cum",7,-4.07797554350843,1.17951188404001,2.40766910041239
"medium_minn","cpi_inflation","cum",8,-3.76510142554655,1.40988324489589,2.82250721810034
"medium_minn","cpi_inflation","cum",9,-3.57767287558855,1.65963376936927,3.24731143181852
"medium_minn","cpi_inflation","q",1,0.0561890117654305,0.137162635662022,0.283465135846062
"medium_minn","cpi_inflation","q",10,-2.35273830704579,0.266676870806112,0.528326648840609
"medium_minn","cpi_inflation","q",11,-1.70508951754116,0.276157704793346,0.531808473184054
"medium_minn","cpi_inflation","q",12,-1.11921429474078,0.27853105259286,0.533790564685069
"medium_minn","cpi_inflation","q",2,-0.180440892530282,0.159327380834112,0.330698881163453
"medium_minn","cpi_inflation","q",3,-1.05590668015199,0.17628681219361,0.365858236158962
"medium_minn","cpi_inflation","q",4,-1.73601695375955,0.193992715145874,0.398408761931951
"medium_minn","cpi_inflation","q",5,-0.797806093924662,0.205001741226196,0.425427994984655
"medium_minn","cpi_inflation","q",6,-1.88218894992857,0.218334777122796,0.456023942194861
"medium_minn","cpi_inflation","q",7,-0.721720146244293,0.232751982861563,0.482044054108494
"medium_minn","cpi_inflation","q",8,-0.9069429185082,0.246781890484275,0.50138262495488
"medium_minn","cpi_inflation","q",9,-1.24430098232289,0.25749138116344,0.519541915424223
"medium_minn","cpi_inflation","ye",1,0.0561890117654306,0.137162635662022,0.283465135846062
"medium_minn","cpi_inflation","ye",10,-3.91922191586604,0.967956123080341,1.95150206200526
"medium_minn","cpi_inflation","ye",11,-4.01147605756284,1.01212552138951,2.00558021213905
"medium_minn","cpi_inflation","ye",12,-2.34282287029595,1.04340258041986,2.03519377458008
"medium_minn","cpi_inflation","ye",2,-0.540153415933188,0.265780730245406,0.573706712177035
"medium_minn","cpi_inflation","ye",3,-1.52099805451048,0.416622037950294,0.900314316288703
"medium_minn","cpi_inflation","ye",4,-3.51755595179854,0.582355196880878,1.24935221376816
"medium_minn","cpi_inflation","ye",5,-4.35497218385136,0.664896881381416,1.40569909546237
"medium_minn","cpi_inflation","ye",6,-4.65073531417166,0.730849178356585,1.53729567534648
"medium_minn","cpi_inflation","ye",7,-3.9905301176127,0.796332035580597,1.66446743338486
"medium_minn","cpi_inflation","ye",8,-3.84728707048283,0.858403452965755,1.7753805009058
"medium_minn","cpi_inflation","ye",9,-3.53032814581658,0.919206790835016,1.87370967233336
"medium_minn","gdp_growth","cum",10,-2.64038973097848,1.57071419557105,3.14912223867567
"medium_minn","gdp_growth","cum",11,-2.49332134238402,1.63170670802495,3.2456293648451
"medium_minn","gdp_growth","cum",12,-2.55602507905499,1.68380334569033,3.28628440755353
"medium_minn","gdp_growth","cum",2,-10.0841573301907,0.676703644370349,1.73841031042489
"medium_minn","gdp_growth","cum",3,-6.1809876916293,0.819784053564702,1.96095261240321
"medium_minn","gdp_growth","cum",4,-4.21889895967786,0.929899073056672,2.06179947997632
"medium_minn","gdp_growth","cum",5,-3.32342357250621,1.0216657413917,2.15963525061331
"medium_minn","gdp_growth","cum",6,-2.67132349610049,1.17161926249383,2.48341933942388
"medium_minn","gdp_growth","cum",7,-2.51012615461509,1.29483275893685,2.69414238310136
"medium_minn","gdp_growth","cum",8,-2.63052921023056,1.3899620535077,2.89685765245574
"medium_minn","gdp_growth","cum",9,-2.51251417014684,1.49190483309219,3.05439481115555
"medium_minn","gdp_growth","q",1,-Inf,0.453242116561494,1.26328648480999
"medium_minn","gdp_growth","q",10,-14.7343121299543,0.565993894398887,1.36743884384481
"medium_minn","gdp_growth","q",11,-11.2435012296831,0.572575904138564,1.39075816695727
"medium_minn","gdp_growth","q",12,-6.9691041664229,0.579022698889026,1.4116843930063
"medium_minn","gdp_growth","q",2,-Inf,0.480974549720545,1.28537047374302
"medium_minn","gdp_growth","q",3,-Inf,0.50045312217726,1.2822791806601
"medium_minn","gdp_growth","q",4,-Inf,0.512226238544956,1.2944767931042
"medium_minn","gdp_growth","q",5,-Inf,0.519112779514585,1.31516326650172
"medium_minn","gdp_growth","q",6,-13.6978141224005,0.534261058194928,1.32843503295881
"medium_minn","gdp_growth","q",7,-11.948921519024,0.553543461220029,1.34215750858665
"medium_minn","gdp_growth","q",8,-1.74828225484017,0.556121520475267,1.36324631052033
"medium_minn","gdp_growth","q",9,-4.43550551136943,0.554988929889708,1.36053602930276
"medium_minn","gdp_growth","ye",1,-Inf,0.453242116561494,1.26328648481
"medium_minn","gdp_growth","ye",10,-3.86476422263585,1.07768280318938,2.17588872712987
"medium_minn","gdp_growth","ye",11,-3.73100227617281,1.07602351400778,2.16701764088636
"medium_minn","gdp_growth","ye",12,-2.22911165652463,1.07112271018907,2.14642318915044
"medium_minn","gdp_growth","ye",2,-10.0841573301907,0.67670364437035,1.73841031042489
"medium_minn","gdp_growth","ye",3,-6.1809876916293,0.819784053564702,1.96095261240321
"medium_minn","gdp_growth","ye",4,-4.21889895967786,0.929899073056672,2.06179947997632
"medium_minn","gdp_growth","ye",5,-4.94234544833437,0.972530479757109,2.05912590277125
"medium_minn","gdp_growth","ye",6,-4.27299054908062,1.00706092219725,2.1098882039612
"medium_minn","gdp_growth","ye",7,-5.44107265781095,1.02818892662158,2.12953501562363
"medium_minn","gdp_growth","ye",8,-4.86866504490334,1.04988726912678,2.18113571514886
"medium_minn","gdp_growth","ye",9,-2.49990155222031,1.0700942683859,2.21213848219253
"medium_minn","unemp_rate","q",1,-0.999874796762304,0.122893433923504,0.280015014557225
"medium_minn","unemp_rate","q",10,-1.53275223089216,0.65740122393303,1.23132336738304
"medium_minn","unemp_rate","q",11,-1.57304002659116,0.677407681112621,1.26039973577352
"medium_minn","unemp_rate","q",12,-1.58729709629241,0.692529063724209,1.29138184837392
"medium_minn","unemp_rate","q",2,-1.48537504144984,0.226460892852407,0.473186726467443
"medium_minn","unemp_rate","q",3,-1.05107919885684,0.314339638102082,0.64289756591007
"medium_minn","unemp_rate","q",4,-0.974993601989183,0.384514676116481,0.770570617709128
"medium_minn","unemp_rate","q",5,-1.20706539459695,0.446555281653693,0.882815586169642
"medium_minn","unemp_rate","q",6,-1.28282972294034,0.505730081724492,0.983664049531474
"medium_minn","unemp_rate","q",7,-1.3501371330055,0.563210409129811,1.0924557944142
"medium_minn","unemp_rate","q",8,-1.45105518887893,0.610293257008836,1.15643319279072
"medium_minn","unemp_rate","q",9,-1.4992800354495,0.633983470637296,1.19284196901768
"rw","cash_rate","q",1,-0.273191826607232,0.160332159702971,0.297226269515789
"rw","cash_rate","q",10,-2.01696300855057,1.05918855792965,1.9266446485335
"rw","cash_rate","q",11,-2.10783480122687,1.13548414323972,2.02849783695032
"rw","cash_rate","q",12,-2.19362840851569,1.20751981942253,2.11522001394324
"rw","cash_rate","q",2,-0.712622589477061,0.275757472763013,0.554012871052013
"rw","cash_rate","q",3,-0.983072751760029,0.386335013622683,0.785903234973831
"rw","cash_rate","q",4,-1.20188457840673,0.495120121659353,0.997704016869912
"rw","cash_rate","q",5,-1.38789243788555,0.600409715801495,1.18941209472036
"rw","cash_rate","q",6,-1.55488272831107,0.702287458638292,1.36615736712438
"rw","cash_rate","q",7,-1.71632757737301,0.795459931871453,1.53157886578032
"rw","cash_rate","q",8,-1.7971765569863,0.886961417920029,1.67750161948018
"rw","cash_rate","q",9,-1.92705184931915,0.980542129466199,1.81180717327849
"rw","cpi_inflation","cum",10,-2.67863065261267,1.91443901752334,3.67518069908306
"rw","cpi_inflation","cum",11,-2.80242489387971,2.15227417691924,4.09119151142129
"rw","cpi_inflation","cum",12,-2.92423981703157,2.42018259820918,4.54046060298921
"rw","cpi_inflation","cum",2,-0.546200895312956,0.246190477060431,0.450549918392259
"rw","cpi_inflation","cum",3,-1.01434704325814,0.39437532077906,0.744902048503811
"rw","cpi_inflation","cum",4,-1.36888869916329,0.561410901805472,1.08383942803198
"rw","cpi_inflation","cum",5,-1.66016369296115,0.749175448132249,1.46584158476014
"rw","cpi_inflation","cum",6,-1.89624258593595,0.936016262590962,1.8511022671369
"rw","cpi_inflation","cum",7,-2.13345612576273,1.16711833535167,2.294403511082
"rw","cpi_inflation","cum",8,-2.34110946645656,1.40326187881236,2.73746519864283
"rw","cpi_inflation","cum",9,-2.52535808041352,1.65532269358842,3.20820423069908
"rw","cpi_inflation","q",1,0.0449144826623808,0.130920952652767,0.228467335454914
"rw","cpi_inflation","q",10,-0.848437049767165,0.296829030924438,0.54611068886493
"rw","cpi_inflation","q",11,-0.878847016047205,0.302580534515399,0.543293269167135
"rw","cpi_inflation","q",12,-0.881008911844825,0.305925576668171,0.538062046220684
"rw","cpi_inflation","q",2,-0.0570562310920779,0.144636492078329,0.272075003027544
"rw","cpi_inflation","q",3,-0.20187697447831,0.173291720439325,0.337889954559913
"rw","cpi_inflation","q",4,-0.328175660751814,0.198133112051625,0.389739803631143
"rw","cpi_inflation","q",5,-0.451943490741275,0.217922492360743,0.433770937704609
"rw","cpi_inflation","q",6,-0.550443062693775,0.230705367398192,0.457877323025595
"rw","cpi_inflation","q",7,-0.695498387066103,0.256751483961579,0.499181575901822
"rw","cpi_inflation","q",8,-0.751684203177593,0.268302951620106,0.512458170886406
"rw","cpi_inflation","q",9,-0.835821101420345,0.288453413862983,0.544505025160571
"rw","cpi_inflation","ye",1,0.0449144826623807,0.130920952652767,0.228467335454914
"rw","cpi_inflation","ye",10,-2.13373765180273,1.07095292308424,2.02748033640658
"rw","cpi_inflation","ye",11,-2.16188411218348,1.11853901498259,2.06849465610492
"rw","cpi_inflation","ye",12,-2.2121110626783,1.16179130343707,2.09692069658031
"rw","cpi_inflation","ye",2,-0.546200895312956,0.246190477060431,0.450549918392259
"rw","cpi_inflation","ye",3,-1.01434704325814,0.39437532077906,0.744902048503811
"rw","cpi_inflation","ye",4,-1.36888869916329,0.561410901805472,1.08383942803198
"rw","cpi_inflation","ye",5,-1.5514496735457,0.66334421181664,1.31528195830898
"rw","cpi_inflation","ye",6,-1.69073269392555,0.75233843355069,1.50627030227
"rw","cpi_inflation","ye",7,-1.83966369462352,0.846472096191204,1.68594006741742
"rw","cpi_inflation","ye",8,-1.96076245211673,0.926546110386492,1.81826722243359
"rw","cpi_inflation","ye",9,-2.06351990414793,1.00416491899453,1.93669673858161
"rw","gdp_growth","cum",10,-5.32845090584744,6.38518679668648,14.5674162185951
"rw","gdp_growth","cum",11,-5.23979801012333,7.18202094062522,16.1049890387912
"rw","gdp_growth","cum",12,-5.17313716573419,7.94406192346767,17.6235270592605
"rw","gdp_growth","cum",2,-10.7701755943882,1.24062747213643,3.38451027916015
"rw","gdp_growth","cum",3,-8.7140439793132,1.82428238397106,4.82264492161521
"rw","gdp_growth","cum",4,-7.17714068737786,2.40246625884486,6.06924931270373
"rw","gdp_growth","cum",5,-6.00516655725202,2.89919355213564,7.06658114704324
"rw","gdp_growth","cum",6,-6.01352320809897,3.52077203290215,8.67836145655073
"rw","gdp_growth","cum",7,-5.72661583507601,4.20210951081956,10.1174220981606
"rw","gdp_growth","cum",8,-5.56674232811056,4.91797033241997,11.6247797137119
"rw","gdp_growth","cum",9,-5.41549677985373,5.64876376167911,13.0839292998076
"rw","gdp_growth","q",1,-Inf,0.689544924299788,1.8744846614488
"rw","gdp_growth","q",10,-2.27975701565362,1.00654758590177,1.94536501837872
"rw","gdp_growth","q",11,-2.21845602820672,1.02967670220307,1.97961359102312
"rw","gdp_growth","q",12,-2.1914613061921,1.02955223287685,1.94060784689148
"rw","gdp_growth","q",2,-8.9087535702081,0.780311685961749,1.98637829259485
"rw","gdp_growth","q",3,-5.66887709259605,0.83845130210932,1.95822921894836
"rw","gdp_growth","q",4,-3.52285335775638,0.848568214071525,1.81136426253726
"rw","gdp_growth","q",5,-2.48484429279311,0.76921067772396,1.56885581491273
"rw","gdp_growth","q",6,-3.2260636891624,0.917254528504122,2.01742027361719
"rw","gdp_growth","q",7,-2.34361568165654,0.955398200796673,1.92207801994282
"rw","gdp_growth","q",8,-2.42884794915734,0.983800131597422,1.96141774535746
"rw","gdp_growth","q",9,-2.25591885040775,0.980234174279566,1.9306638939595
"rw","gdp_growth","ye",1,-Inf,0.689544924299788,1.8744846614488
"rw","gdp_growth","ye",10,-3.46056023887508,3.14269359871798,6.03457805804749
"rw","gdp_growth","ye",11,-3.45638530822394,3.23213931598276,6.06500606317876
"rw","gdp_growth","ye",12,-3.45502532319518,3.29163005735188,6.01456749966625
"rw","gdp_growth","ye",2,-10.7701755943882,1.24062747213643,3.38451027916015
"rw","gdp_growth","ye",3,-8.71404397931319,1.82428238397106,4.82264492161521
"rw","gdp_growth","ye",4,-7.17714068737786,2.40246625884486,6.06924931270373
"rw","gdp_growth","ye",5,-4.66100977638015,2.53999286968793,5.69404925375866
"rw","gdp_growth","ye",6,-4.13869154138505,2.63005850680859,5.67564780987601
"rw","gdp_growth","ye",7,-3.7862216536062,2.71517958303171,5.57808202892517
"rw","gdp_growth","ye",8,-3.51961302060282,2.83755053893645,5.75861037904249
"rw","gdp_growth","ye",9,-3.61817367567331,3.05798546700934,6.17093849691809
"rw","unemp_rate","q",1,-2.81981623709869,0.133279651136844,0.314195147444057
"rw","unemp_rate","q",10,-3.10230005392626,0.618802376311678,1.14505689834448
"rw","unemp_rate","q",11,-2.9158349207755,0.641928783678938,1.16574202527693
"rw","unemp_rate","q",12,-2.74642215564165,0.667284967863216,1.18550269907189
"rw","unemp_rate","q",2,-3.00661409654712,0.232264003820988,0.507001082906397
"rw","unemp_rate","q",3,-3.23424280351415,0.328910568534059,0.66528897757213
"rw","unemp_rate","q",4,-3.05409880273647,0.396449595081997,0.777515996836471
"rw","unemp_rate","q",5,-2.56701324910086,0.448109594100252,0.875999991620448
"rw","unemp_rate","q",6,-3.07331100622408,0.495402939106607,0.966935096769033
"rw","unemp_rate","q",7,-3.10837312409849,0.542950450034068,1.05094202151545
"rw","unemp_rate","q",8,-3.4563172752946,0.574127308543287,1.09571120700648
"rw","unemp_rate","q",9,-3.08616519981085,0.598973050044347,1.12478409397698
"small_loose_p5","cash_rate","q",1,-0.111365721243148,0.157965449400565,0.318293169745183
"small_loose_p5","cash_rate","q",10,-2.65985344403652,1.70884307479298,2.69361957108856
"small_loose_p5","cash_rate","q",11,-2.75926523579116,1.85495131617089,2.90358125842904
"small_loose_p5","cash_rate","q",12,-2.84524236794508,1.98899446871057,3.10060277991727
"small_loose_p5","cash_rate","q",2,-0.868896676795014,0.342547596588236,0.63683758320661
"small_loose_p5","cash_rate","q",3,-1.31804223772784,0.523037535445913,0.922065955474734
"small_loose_p5","cash_rate","q",4,-1.64114320424258,0.716705940202504,1.22293793729072
"small_loose_p5","cash_rate","q",5,-1.90067510703881,0.909901011722548,1.51830254418826
"small_loose_p5","cash_rate","q",6,-2.09795248278697,1.08083935927983,1.7766860731749
"small_loose_p5","cash_rate","q",7,-2.24339378454358,1.23648253068561,2.00409721402308
"small_loose_p5","cash_rate","q",8,-2.38257525417075,1.38551407922855,2.21822426990577
"small_loose_p5","cash_rate","q",9,-2.51975145399615,1.55084297317276,2.45960720039715
"small_loose_p5","cpi_inflation","cum",10,-13.7520790096155,2.000282111159,3.75957552480816
"small_loose_p5","cpi_inflation","cum",11,-11.7999252200205,2.2071473287824,4.11998235744179
"small_loose_p5","cpi_inflation","cum",12,-9.99449699662665,2.44777737095473,4.49486725658776
"small_loose_p5","cpi_inflation","cum",2,-1.68700895513584,0.293524925687848,0.609574042186006
"small_loose_p5","cpi_inflation","cum",3,-4.42704520534821,0.465348546238771,0.970670210962544
"small_loose_p5","cpi_inflation","cum",4,-8.30153840356121,0.650705863963365,1.34881820799779
"small_loose_p5","cpi_inflation","cum",5,-13.0079549190897,0.85091281650261,1.73017571454339
"small_loose_p5","cpi_inflation","cum",6,-16.977553650082,1.06307025370853,2.12549260728687
"small_loose_p5","cpi_inflation","cum",7,-17.7883482860345,1.29470097752512,2.53208752029481
"small_loose_p5","cpi_inflation","cum",8,-17.7303934956701,1.52860249069177,2.94474022388849
"small_loose_p5","cpi_inflation","cum",9,-16.8307548259782,1.76524366589553,3.35792773385712
"small_loose_p5","cpi_inflation","q",1,-0.136474549503393,0.153481449774597,0.304829777983753
"small_loose_p5","cpi_inflation","q",10,-4.1606136368869,0.278845644163793,0.531828705251311
"small_loose_p5","cpi_inflation","q",11,-3.19991027676503,0.27949573386078,0.516496953345755
"small_loose_p5","cpi_inflation","q",12,-2.11450287416081,0.278850278635386,0.502582506072566
"small_loose_p5","cpi_inflation","q",2,-1.03467854109701,0.170917221795992,0.347947953702563
"small_loose_p5","cpi_inflation","q",3,-3.92326519312586,0.19230072172459,0.3964409746694
"small_loose_p5","cpi_inflation","q",4,-5.02803254066319,0.208971240861681,0.424987714991633
"small_loose_p5","cpi_inflation","q",5,-5.79297118727628,0.220581911592055,0.443679764249505
"small_loose_p5","cpi_inflation","q",6,-5.81737573958555,0.23847678166135,0.468404456163927
"small_loose_p5","cpi_inflation","q",7,-5.88537271259852,0.25601197869272,0.4974933042292
"small_loose_p5","cpi_inflation","q",8,-4.43399622765911,0.266875072511231,0.516493002617475
"small_loose_p5","cpi_inflation","q",9,-4.84990560528704,0.275010122815995,0.531290537051091
"small_loose_p5","cpi_inflation","ye",1,-0.136474549503394,0.153481449774597,0.304829777983753
"small_loose_p5","cpi_inflation","ye",10,-8.16331575011408,1.04722289432455,1.99395369147013
"small_loose_p5","cpi_inflation","ye",11,-7.06661542075416,1.06926342013901,2.01196440233825
"small_loose_p5","cpi_inflation","ye",12,-6.0927687976058,1.0855759073115,2.00055723197842
"small_loose_p5","cpi_inflation","ye",2,-1.68700895513584,0.293524925687848,0.609574042186006
"small_loose_p5","cpi_inflation","ye",3,-4.42704520534821,0.465348546238771,0.970670210962544
"small_loose_p5","cpi_inflation","ye",4,-8.30153840356121,0.650705863963365,1.34881820799779
"small_loose_p5","cpi_inflation","ye",5,-14.7632744338055,0.739681166650448,1.50025792240057
"small_loose_p5","cpi_inflation","ye",6,-19.3175963468622,0.816254668864701,1.62331275644324
"small_loose_p5","cpi_inflation","ye",7,-17.8815361932489,0.889504172199938,1.73392626431849
"small_loose_p5","cpi_inflation","ye",8,-14.1054872779451,0.951365420624765,1.83522387531769
"small_loose_p5","cpi_inflation","ye",9,-11.4182765820798,1.00573695925742,1.92583813610535
"small_loose_p5","gdp_growth","cum",10,-2.78334027710839,1.57494850708594,2.97913250222702
"small_loose_p5","gdp_growth","cum",11,-2.57486152363825,1.59758875986399,3.04368329045423
"small_loose_p5","gdp_growth","cum",12,-2.54703598209561,1.60843800784779,3.08080111094872
"small_loose_p5","gdp_growth","cum",2,-10.3819742397846,0.711519034473046,1.6957824064387
"small_loose_p5","gdp_growth","cum",3,-5.8524304760374,0.852598825221561,1.90366274994538
"small_loose_p5","gdp_growth","cum",4,-5.45496674314439,0.976931158878247,2.02766999526891
"small_loose_p5","gdp_growth","cum",5,-4.56957750548815,1.07384078360432,2.12575248969472
"small_loose_p5","gdp_growth","cum",6,-3.49810532851355,1.24455143665397,2.44003156616404
"small_loose_p5","gdp_growth","cum",7,-3.64150522103448,1.35700123869538,2.62729897977508
"small_loose_p5","gdp_growth","cum",8,-3.48012404767988,1.44349485378051,2.77977019128667
"small_loose_p5","gdp_growth","cum",9,-3.12693262698214,1.50922505580779,2.86506870552172
"small_loose_p5","gdp_growth","q",1,-11.4418547737655,0.465057594343538,1.23926338691296
"small_loose_p5","gdp_growth","q",10,-10.9410174755553,0.547046876439711,1.3714076168307
"small_loose_p5","gdp_growth","q",11,-16.9286532816778,0.549933032104302,1.381000028347
"small_loose_p5","gdp_growth","q",12,-17.4799844427826,0.555614464126542,1.39471664831734
"small_loose_p5","gdp_growth","q",2,-Inf,0.481773604468417,1.28204496490255
"small_loose_p5","gdp_growth","q",3,-14.514512775634,0.497418162282866,1.29950317275069
"small_loose_p5","gdp_growth","q",4,-15.0356414422042,0.512106900806331,1.30893089306506
"small_loose_p5","gdp_growth","q",5,-13.1535694722943,0.513535405995391,1.31996281634706
"small_loose_p5","gdp_growth","q",6,-14.5956014030661,0.532071994323939,1.34113111271752
"small_loose_p5","gdp_growth","q",7,-12.3575244062133,0.53435686484905,1.34505374959967
"small_loose_p5","gdp_growth","q",8,-12.9931299777312,0.536330971587974,1.34597581466806
"small_loose_p5","gdp_growth","q",9,-12.7194398244524,0.539234679833396,1.35301908242141
"small_loose_p5","gdp_growth","ye",1,-11.4418547737655,0.465057594343538,1.23926338691296
"small_loose_p5","gdp_growth","ye",10,-3.87972647148631,1.02722435618642,2.14544068361172
"small_loose_p5","gdp_growth","ye",11,-4.17809859856653,1.03315089265963,2.14813641912133
"small_loose_p5","gdp_growth","ye",12,-3.68792470100383,1.02374934661806,2.14499118564812
"small_loose_p5","gdp_growth","ye",2,-10.3819742397846,0.711519034473046,1.6957824064387
"small_loose_p5","gdp_growth","ye",3,-5.8524304760374,0.852598825221561,1.90366274994538
"small_loose_p5","gdp_growth","ye",4,-5.45496674314439,0.976931158878247,2.02766999526891
"small_loose_p5","gdp_growth","ye",5,-6.60090651520175,0.982062413824498,2.09146521419382
"small_loose_p5","gdp_growth","ye",6,-5.61403396983127,0.991309808365647,2.12247205522756
"small_loose_p5","gdp_growth","ye",7,-6.64623468550031,1.03212192955798,2.15830405870743
"small_loose_p5","gdp_growth","ye",8,-5.93607264484878,1.05195605001985,2.18103373531677
"small_loose_p5","gdp_growth","ye",9,-4.76628622258657,1.04305511920831,2.17066921759757
"small_loose_p5","unemp_rate","q",1,-3.78771247364208,0.127557357697176,0.290983069360745
"small_loose_p5","unemp_rate","q",10,-1.7541535792714,0.698281836964519,1.25238008258344
"small_loose_p5","unemp_rate","q",11,-1.7124482001626,0.711631445174449,1.27798148812853
"small_loose_p5","unemp_rate","q",12,-1.66472189213832,0.720987324508262,1.30761289637927
"small_loose_p5","unemp_rate","q",2,-2.74091266602351,0.237809706440579,0.487182811511881
"small_loose_p5","unemp_rate","q",3,-1.78654327041454,0.350063034747019,0.680269004334913
"small_loose_p5","unemp_rate","q",4,-1.60186587829545,0.440736577766668,0.823336168508386
"small_loose_p5","unemp_rate","q",5,-1.46460749700587,0.510090178488414,0.941117927623195
"small_loose_p5","unemp_rate","q",6,-1.62658439732243,0.56742836922522,1.02671255292828
"small_loose_p5","unemp_rate","q",7,-1.78971469309988,0.624019243468545,1.13173343669561
"small_loose_p5","unemp_rate","q",8,-1.84339753590943,0.661994022023146,1.19062061355398
"small_loose_p5","unemp_rate","q",9,-1.78597987082477,0.682724760600821,1.22459049576743
"small_minn","cash_rate","q",1,-0.0602306909210123,0.130101330996518,0.248514007959963
"small_minn","cash_rate","q",10,-2.17291237643189,1.20049691402782,2.07545149721992
"small_minn","cash_rate","q",11,-2.26750369106244,1.30029522901769,2.21804825706953
"small_minn","cash_rate","q",12,-2.34113129055019,1.38623034741135,2.33920095792248
"small_minn","cash_rate","q",2,-0.634912460368728,0.239522455679665,0.466713872035091
"small_minn","cash_rate","q",3,-0.965652548317369,0.352852644383279,0.687511069691701
"small_minn","cash_rate","q",4,-1.24246370324373,0.481288103548167,0.923148798010224
"small_minn","cash_rate","q",5,-1.45841909332727,0.610308769244813,1.15232746948167
"small_minn","cash_rate","q",6,-1.65124175331253,0.737484173789773,1.36279634770873
"small_minn","cash_rate","q",7,-1.81326829962661,0.854436205743328,1.54992391649926
"small_minn","cash_rate","q",8,-1.94447203892165,0.967201394000036,1.72599887034649
"small_minn","cash_rate","q",9,-2.0554334622755,1.08595474681682,1.90737773575977
"small_minn","cpi_inflation","cum",10,-18.7229313878997,1.77900420440459,3.36821866232144
"small_minn","cpi_inflation","cum",11,-18.160507359315,1.9944630131366,3.69669731669914
"small_minn","cpi_inflation","cum",12,-17.3714210977384,2.22517092788868,4.02176637736586
"small_minn","cpi_inflation","cum",2,-1.33316969651519,0.259444860725433,0.557258222408307
"small_minn","cpi_inflation","cum",3,-3.54867417329419,0.409582845791385,0.89117554545129
"small_minn","cpi_inflation","cum",4,-6.19763723760783,0.569768422099569,1.23565736309863
"small_minn","cpi_inflation","cum",5,-10.0564344020113,0.744699094549966,1.58896717279703
"small_minn","cpi_inflation","cum",6,-13.3705110744921,0.92831076600345,1.9458944846473
"small_minn","cpi_inflation","cum",7,-16.4329342544842,1.1321499093501,2.31112628070481
"small_minn","cpi_inflation","cum",8,-18.4758909487403,1.34416844585963,2.66918358273669
"small_minn","cpi_inflation","cum",9,-18.690268937941,1.56018474471292,3.02487218045072
